"animal_id","current_age","datetime","age_upon_intake_1","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted","outcome_subtype","outcome_type","datetime_left","date_of_birth","age_upon_outcome_1"
"A669397",10.0,12/19/13 10:55 PM,0.0,"1720 Grand Avenue Pkwy in Austin (TX)","Stray","Injured","Cat","Intact","Female","Domestic Shorthair Mix","Black/White","false","Foster","Adoption",3/22/14 10:42 AM,"2013-02-19",0.0
"A669398",12.0,12/19/13 10:14 PM,2.0,"Chimney in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Brown/White","false",,"Return to Owner",12/23/13 12:42 PM,"2011-12-19",2.0
"A669399",11.0,12/5/16 6:48 PM,4.0,"El Dorado And El Rey in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/23/13 12:42 PM,"2011-12-19",2.0
"A669399",11.0,12/5/16 6:48 PM,4.0,"El Dorado And El Rey in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",7/14/16 6:37 PM,"2011-12-19",4.0
"A669399",11.0,12/5/16 6:48 PM,4.0,"El Dorado And El Rey in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",8/21/16 3:11 PM,"2011-12-19",4.0
"A669399",11.0,12/5/16 6:48 PM,4.0,"El Dorado And El Rey in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/6/16 3:51 PM,"2011-12-19",4.0
"A669399",11.0,7/13/16 3:02 PM,4.0,"2300 Devonshire Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/23/13 12:42 PM,"2011-12-19",2.0
"A669399",11.0,7/13/16 3:02 PM,4.0,"2300 Devonshire Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",7/14/16 6:37 PM,"2011-12-19",4.0
"A669399",11.0,7/13/16 3:02 PM,4.0,"2300 Devonshire Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",8/21/16 3:11 PM,"2011-12-19",4.0
"A669399",11.0,7/13/16 3:02 PM,4.0,"2300 Devonshire Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/6/16 3:51 PM,"2011-12-19",4.0
"A669399",12.0,12/19/13 10:14 PM,2.0,"Chimney in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/23/13 12:42 PM,"2011-12-19",2.0
"A669399",12.0,12/19/13 10:14 PM,2.0,"Chimney in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",7/14/16 6:37 PM,"2011-12-19",4.0
"A669399",12.0,12/19/13 10:14 PM,2.0,"Chimney in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",8/21/16 3:11 PM,"2011-12-19",4.0
"A669399",12.0,12/19/13 10:14 PM,2.0,"Chimney in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/6/16 3:51 PM,"2011-12-19",4.0
"A669399",11.0,8/18/16 6:04 PM,4.0,"2400 Loyola Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/23/13 12:42 PM,"2011-12-19",2.0
"A669399",11.0,8/18/16 6:04 PM,4.0,"2400 Loyola Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",7/14/16 6:37 PM,"2011-12-19",4.0
"A669399",11.0,8/18/16 6:04 PM,4.0,"2400 Loyola Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",8/21/16 3:11 PM,"2011-12-19",4.0
"A669399",11.0,8/18/16 6:04 PM,4.0,"2400 Loyola Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false",,"Return to Owner",12/6/16 3:51 PM,"2011-12-19",4.0
"A669403",10.0,12/20/13 10:42 AM,0.0,"Lowe Elgin River Rd And Fm 969 in Travis (TX)","Stray","Injured","Cat","Intact","Female","Domestic Shorthair Mix","Torbie","false","Suffering","Euthanasia",12/20/13 11:00 AM,"2013-09-20",0.0
"A669404",10.0,12/20/13 11:21 AM,0.0,"Burnet Rd And Hwy 183 in Austin (TX)","Stray","Normal","Dog","Intact","Male","Collie Smooth Mix","Tricolor","false","Partner","Transfer",12/28/13 6:12 PM,"2013-08-05",0.0
"A669405",10.0,12/20/13 11:21 AM,0.0,"Burnet Rd And Hwy 183 in Austin (TX)","Stray","Normal","Dog","Intact","Female","Collie Smooth/Jack Russell Terrier","Tricolor","true",,"Adoption",12/28/13 5:11 PM,"2013-08-05",0.0
"A669406",10.0,5/25/15 11:01 AM,2.0,"Pennsylvania/Alamo in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Brown","false","Partner","Transfer",1/12/14 5:23 PM,"2012-12-20",0.0
"A669406",10.0,5/25/15 11:01 AM,2.0,"Pennsylvania/Alamo in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Brown","false","Partner","Transfer",5/29/15 12:25 PM,"2012-12-20",2.0
"A669406",10.0,12/20/13 12:15 PM,0.0,"Bluemeadow And Thannas in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Brown","false","Partner","Transfer",1/12/14 5:23 PM,"2012-12-20",0.0
"A669406",10.0,12/20/13 12:15 PM,0.0,"Bluemeadow And Thannas in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Brown","false","Partner","Transfer",5/29/15 12:25 PM,"2012-12-20",2.0
"A669408",10.0,12/20/13 12:48 PM,0.0,"109 W Anderson Ln in Austin (TX)","Stray","Normal","Dog","Intact","Female","Border Collie Mix","Chocolate/White","true",,"Adoption",12/24/13 4:07 PM,"2013-09-20",0.0
"A669409",10.0,12/20/13 12:58 PM,0.0,"3101 Wells Branch Pkwy in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false","Foster","Adoption",1/18/14 4:02 PM,"2013-11-05",0.0
"A669411",10.0,12/20/13 1:17 PM,0.0,"1720 Woodward St in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","White","true",,"Adoption",12/24/13 4:13 PM,"2013-10-20",0.0
"A669412",18.0,12/20/13 1:34 PM,8.0,"9607 Brodie Ln in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Brown/Black","false",,"Return to Owner",12/31/13 11:08 AM,"2005-12-20",8.0
"A669413",10.0,12/20/13 1:16 PM,0.0,"6309 Capriola Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Tricolor","false","Partner","Transfer",12/24/13 3:14 PM,"2012-12-20",0.0
"A669414",10.0,12/20/13 1:44 PM,0.0,"4477 Westgate in Austin (TX)","Wildlife","Normal","Other",,,"Bat Mix","Brown","false","Rabies Risk","Euthanasia",12/20/13 2:47 PM,"2012-12-20",0.0
"A669415",10.0,12/20/13 1:59 PM,0.0,"13314 Fieldgate Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Brown/White","true",,"Adoption",12/29/13 1:39 PM,"2012-06-20",0.0
"A669416",10.0,12/20/13 1:37 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Canaan Dog/Pit Bull","Tan/White","false","Aggressive","Euthanasia",12/27/13 3:31 PM,"2012-12-20",0.0
"A669417",12.0,12/20/13 2:06 PM,2.0,"190 Tiffany in Travis (TX)","Stray","Normal","Dog","Intact","Male","Labrador Retriever Mix","Yellow","true",,"Adoption",1/6/14 6:48 PM,"2011-12-20",2.0
"A669418",10.0,12/20/13 2:08 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Tortie","true",,"Adoption",12/28/13 12:03 PM,"2013-03-20",0.0
"A669422",10.0,12/20/13 3:23 PM,0.0,"5300 Crainway Dr. in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Blue/White","true",,"Adoption",1/18/14 4:49 PM,"2012-12-20",0.0
"A669422",10.0,12/20/13 3:23 PM,0.0,"5300 Crainway Dr. in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Blue/White","true",,"Adoption",12/24/13 2:51 PM,"2012-12-20",0.0
"A669422",9.0,1/2/14 7:04 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","true",,"Adoption",1/18/14 4:49 PM,"2012-12-20",0.0
"A669422",9.0,1/2/14 7:04 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","true",,"Adoption",12/24/13 2:51 PM,"2012-12-20",0.0
"A669423",10.0,12/20/13 3:15 PM,0.0,"1000 N Lamar in Austin (TX)","Stray","Normal","Other",,,"Rabbit Sh Mix","Tortie","false","Partner","Transfer",12/24/13 11:56 AM,"2013-04-20",0.0
"A669424",10.0,12/20/13 3:37 PM,0.0,"5413 Manor Dr. in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","White/Brown","true",,"Adoption",3/15/14 2:18 PM,"2013-02-20",0.0
"A669425",10.0,12/20/13 3:47 PM,0.0,"1941 Webberville Rd. in Austin (TX)","Wildlife","Injured","Other",,,"Raccoon Mix","Brown/Black","false","Rabies Risk","Euthanasia",12/20/13 5:26 PM,"2012-12-20",0.0
"A669428",27.0,12/20/13 4:04 PM,17.0,"Harris Ave And Harris Park in Austin (TX)","Stray","Aged","Dog","Neutered","Female","Labrador Retriever/Golden Retriever","Yellow","false",,"Return to Owner",12/20/13 5:42 PM,"1996-12-20",17.0
"A669430",9.0,12/6/14 2:02 PM,0.0,"6113 Wideleaf Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Tan","false","Foster","Adoption",7/5/16 3:09 PM,"2012-12-20",3.0
"A669432",12.0,12/20/13 4:52 PM,2.0,"4800 Nuckols Crossing in Austin (TX)","Stray","Injured","Dog","Intact","Female","Miniature Schnauzer Mix","Brown/Black","false","Foster","Adoption",2/2/14 3:14 PM,"2011-12-20",2.0
"A669432",12.0,12/20/13 4:52 PM,2.0,"4800 Nuckols Crossing in Austin (TX)","Stray","Injured","Dog","Intact","Female","Miniature Schnauzer Mix","Brown/Black","true",,"Adoption",3/21/14 1:50 PM,"2011-12-20",2.0
"A669432",11.0,3/19/14 1:25 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Miniature Schnauzer Mix","Brown/Black","false","Foster","Adoption",2/2/14 3:14 PM,"2011-12-20",2.0
"A669432",11.0,3/19/14 1:25 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Miniature Schnauzer Mix","Brown/Black","true",,"Adoption",3/21/14 1:50 PM,"2011-12-20",2.0
"A669433",10.0,12/20/13 4:51 PM,0.0,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Male","Chihuahua Shorthair/Miniature Pinscher","Yellow/White","false","Foster","Adoption",6/21/14 10:38 AM,"2012-02-14",2.0
"A669434",14.0,12/20/13 5:20 PM,4.0,"Metric And Parmer in Austin (TX)","Stray","Normal","Dog","Intact","Male","Maltese Mix","White","false",,"Return to Owner",12/21/13 12:08 PM,"2009-12-20",4.0
"A669435",10.0,12/20/13 4:21 PM,0.0,"302 E Grady Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","White/Brown","false","Partner","Transfer",12/22/13 12:56 PM,"2013-10-22",0.0
"A669436",10.0,12/20/13 5:59 PM,0.0,"3306 Rivercrest Dr in Travis (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Gray/Black","false","Rabies Risk","Euthanasia",12/20/13 6:48 PM,"2013-06-20",0.0
"A669439",10.0,12/20/13 6:21 PM,0.0,"4603 Leslie Ave in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon","Black/Gray","false",,"Disposal",12/20/13 6:52 PM,"2012-12-20",0.0
"A669442",10.0,12/20/13 7:10 PM,0.0,"2307 Bending Trl in Austin (TX)","Stray","Injured","Cat","Intact","Male","Domestic Shorthair Mix","Black/White","true",,"Adoption",1/1/14 11:15 AM,"2013-10-20",0.0
"A669443",10.0,12/20/13 7:10 PM,0.0,"2307 Bending Trl in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","White/Black","true",,"Adoption",12/31/13 4:39 PM,"2013-10-20",0.0
"A669444",12.0,12/20/13 11:54 PM,2.0,"Barton Springs in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog Mix","Black/Brown","false",,"Return to Owner",12/21/13 5:19 PM,"2011-12-20",2.0
"A669445",12.0,12/21/13 7:47 AM,2.0,"Breezway And Reed Park Rd in Travis (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby","false","SCRP","Transfer",12/31/13 3:24 PM,"2011-12-21",2.0
"A669448",13.0,12/22/13 11:59 AM,3.0,"Manor (TX)","Public Assist","Normal","Dog","Neutered","Male","Vizsla/Dachshund","Chocolate","true",,"Adoption",1/16/15 4:36 PM,"2010-01-10",5.0
"A669448",13.0,12/22/13 11:59 AM,3.0,"Manor (TX)","Public Assist","Normal","Dog","Neutered","Male","Vizsla/Dachshund","Chocolate","false",,"Return to Owner",12/31/13 11:15 AM,"2010-01-10",3.0
"A669448",13.0,1/10/15 11:58 AM,5.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Vizsla/Dachshund","Chocolate","true",,"Adoption",1/16/15 4:36 PM,"2010-01-10",5.0
"A669448",13.0,1/10/15 11:58 AM,5.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Vizsla/Dachshund","Chocolate","false",,"Return to Owner",12/31/13 11:15 AM,"2010-01-10",3.0
"A669449",18.0,12/22/13 12:04 PM,8.0,"Manor (TX)","Public Assist","Normal","Dog","Neutered","Male","Vizsla","Red","true",,"Adoption",1/11/15 4:18 PM,"2005-01-10",10.0
"A669449",18.0,12/22/13 12:04 PM,8.0,"Manor (TX)","Public Assist","Normal","Dog","Neutered","Male","Vizsla","Red","false",,"Return to Owner",12/31/13 11:17 AM,"2005-01-10",8.0
"A669449",18.0,1/10/15 11:58 AM,10.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Vizsla","Red","true",,"Adoption",1/11/15 4:18 PM,"2005-01-10",10.0
"A669449",18.0,1/10/15 11:58 AM,10.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Vizsla","Red","false",,"Return to Owner",12/31/13 11:17 AM,"2005-01-10",8.0
"A669450",10.0,12/21/13 10:45 AM,0.0,"360/Loop 1 in Austin (TX)","Stray","Injured","Cat",,,"Domestic Shorthair Mix","Brown Tabby","false","Rabies Risk","Euthanasia",12/22/13 8:32 AM,"2013-10-30",0.0
"A669451",12.0,12/21/13 10:33 AM,2.0,"15612 Valeries Cv in Travis (TX)","Wildlife","Sick","Other",,,"Raccoon","Sable","false","Medical","Euthanasia",12/21/13 10:50 AM,"2011-12-21",2.0
"A669453",10.0,12/21/13 11:04 AM,0.0,"1600 Rendova Lane in Pflugerville (TX)","Stray","Normal","Dog","Intact","Male","Jack Russell Terrier Mix","Tricolor","true",,"Adoption",12/26/13 5:00 PM,"2012-12-21",0.0
"A669455",12.0,12/21/13 10:52 AM,2.0,"Holly St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Rat Terrier/Pit Bull","Tricolor","true",,"Adoption",1/4/14 4:57 PM,"2011-12-21",2.0
"A669456",18.0,12/21/13 11:28 AM,8.0,"11680 Research Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","false",,"Return to Owner",12/21/13 3:27 PM,"2005-12-21",8.0
"A669457",15.0,12/21/13 11:51 AM,5.0,"Austin (TX)","Euthanasia Request","Sick","Dog","Intact","Female","Miniature Schnauzer/Miniature Poodle","Gray","false","Partner","Transfer",1/2/14 12:05 PM,"2008-12-21",5.0
"A669458",10.0,12/21/13 12:14 PM,0.0,"Alum Rock in Austin (TX)","Stray","Normal","Dog","Intact","Female","German Shepherd Mix","Black/Tan","true",,"Adoption",12/24/13 12:37 PM,"2013-10-20",0.0
"A669459",12.0,12/21/13 12:34 PM,2.0,"4401 Lareina Dr in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Tortie","false","SCRP","Transfer",12/26/13 10:14 AM,"2011-12-21",2.0
"A669460",12.0,12/21/13 12:40 PM,2.0,"1630 Wells Branch in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pomeranian/Border Terrier","Buff","true",,"Adoption",12/24/13 3:46 PM,"2011-12-21",2.0
"A669461",23.0,12/21/13 1:03 PM,13.0,"Del Valle (TX)","Euthanasia Request","Sick","Dog","Intact","Female","Boxer/Pit Bull","Brown/White","false","Suffering","Euthanasia",12/24/13 12:54 PM,"2000-12-21",13.0
"A669462",10.0,12/21/13 1:36 PM,0.0,"Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Brown/White","false",,"Return to Owner",12/22/13 5:18 PM,"2012-12-21",0.0
"A669463",22.0,12/21/13 1:32 PM,12.0,"Springbrook And Sw Grimes Blvd in Pflugerville (TX)","Stray","Injured","Dog","Neutered","Male","Rat Terrier/Chihuahua Shorthair","White/Brown","false",,"Return to Owner",12/23/13 5:43 PM,"2001-12-23",12.0
"A669467",15.0,12/21/13 1:06 PM,5.0,"5201 Viewpoint Dr in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Tan/White","false",,"Return to Owner",1/1/14 5:32 PM,"2008-12-21",5.0
"A669468",13.0,12/21/13 2:14 PM,3.0,"2451 S Captial Texas Hwy in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Red/White","false",,"Return to Owner",12/22/13 3:18 PM,"2010-12-21",3.0
"A669469",9.0,9/24/14 11:38 AM,0.0,"Outside Jurisdiction","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/26/13 7:04 PM,"2013-10-21",0.0
"A669469",9.0,9/24/14 11:38 AM,0.0,"Outside Jurisdiction","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","false",,"Return to Owner",11/10/16 11:02 AM,"2013-10-21",3.0
"A669469",9.0,9/24/14 11:38 AM,0.0,"Outside Jurisdiction","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",10/18/14 3:58 PM,"2013-10-21",0.0
"A669469",9.0,9/24/14 11:38 AM,0.0,"Outside Jurisdiction","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/28/16 4:56 PM,"2013-10-21",3.0
"A669469",10.0,11/8/16 6:28 PM,3.0,"Parker Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/26/13 7:04 PM,"2013-10-21",0.0
"A669469",10.0,11/8/16 6:28 PM,3.0,"Parker Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","false",,"Return to Owner",11/10/16 11:02 AM,"2013-10-21",3.0
"A669469",10.0,11/8/16 6:28 PM,3.0,"Parker Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",10/18/14 3:58 PM,"2013-10-21",0.0
"A669469",10.0,11/8/16 6:28 PM,3.0,"Parker Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/28/16 4:56 PM,"2013-10-21",3.0
"A669469",10.0,12/17/16 2:12 PM,3.0,"2704 Parker in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/26/13 7:04 PM,"2013-10-21",0.0
"A669469",10.0,12/17/16 2:12 PM,3.0,"2704 Parker in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","false",,"Return to Owner",11/10/16 11:02 AM,"2013-10-21",3.0
"A669469",10.0,12/17/16 2:12 PM,3.0,"2704 Parker in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",10/18/14 3:58 PM,"2013-10-21",0.0
"A669469",10.0,12/17/16 2:12 PM,3.0,"2704 Parker in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/28/16 4:56 PM,"2013-10-21",3.0
"A669469",10.0,12/21/13 2:27 PM,0.0,"Anderson Lane And Gauld St in Austin (TX)","Stray","Sick","Dog","Intact","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/26/13 7:04 PM,"2013-10-21",0.0
"A669469",10.0,12/21/13 2:27 PM,0.0,"Anderson Lane And Gauld St in Austin (TX)","Stray","Sick","Dog","Intact","Female","Labrador Retriever Mix","Black/White","false",,"Return to Owner",11/10/16 11:02 AM,"2013-10-21",3.0
"A669469",10.0,12/21/13 2:27 PM,0.0,"Anderson Lane And Gauld St in Austin (TX)","Stray","Sick","Dog","Intact","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",10/18/14 3:58 PM,"2013-10-21",0.0
"A669469",10.0,12/21/13 2:27 PM,0.0,"Anderson Lane And Gauld St in Austin (TX)","Stray","Sick","Dog","Intact","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/28/16 4:56 PM,"2013-10-21",3.0
"A669470",10.0,12/21/13 2:33 PM,0.0,"E 290 in Austin (TX)","Stray","Normal","Dog","Intact","Male","German Pinscher Mix","Brown","false","Partner","Transfer",12/30/13 11:37 AM,"2013-01-21",0.0
"A669471",13.0,12/21/13 2:40 PM,3.0,"11215 Research Blvd in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Himalayan Mix","Black/Black Smoke","false","Partner","Transfer",12/29/13 2:02 PM,"2010-12-21",3.0
"A669472",14.0,12/21/13 2:44 PM,4.0,"Trevin Cv/ Hamilton Point Cir in Manor (TX)","Stray","Normal","Dog","Intact","Male","Border Terrier/Affenpinscher","Tan/Gray","true",,"Adoption",12/26/13 6:35 PM,"2009-06-21",4.0
"A669473",10.0,12/21/13 2:51 PM,0.0,"13000 Pond Springs in Austin (TX)","Stray","Normal","Dog","Intact","Male","Boxer Mix","Brown Brindle/White","false",,"Return to Owner",12/22/13 1:01 PM,"2013-02-11",0.0
"A669474",15.0,12/21/13 2:51 PM,5.0,"13000 Pond Springs in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pembroke Welsh Corgi Mix","Yellow/White","false",,"Return to Owner",12/22/13 1:03 PM,"2008-12-21",5.0
"A669477",10.0,12/21/13 3:00 PM,0.0,"Dixie Dr/ Orleans in Austin (TX)","Stray","Normal","Dog","Intact","Female","Shiba Inu Mix","Tan/White","false","Partner","Transfer",1/1/14 7:01 PM,"2012-06-21",0.0
"A669478",10.0,12/21/13 3:00 PM,0.0,"Dixie Dr/ Orleans in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Orange Tabby","false","Foster","Adoption",1/10/14 6:34 PM,"2013-10-30",0.0
"A669479",10.0,12/21/13 3:00 PM,0.0,"Dixie Dr/ Orleans in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Orange Tabby","false","Foster","Adoption",1/21/14 11:06 AM,"2013-10-30",0.0
"A669482",15.0,12/21/13 3:25 PM,5.0,"7800 San Felipe in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pug/Chihuahua Shorthair","Brown/Black","true",,"Adoption",12/27/13 4:46 PM,"2008-12-21",5.0
"A669483",10.0,12/21/13 3:30 PM,0.0,"1206 St Johns in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown/White","false",,"Return to Owner",12/22/13 11:38 AM,"2012-12-21",0.0
"A669484",14.0,12/21/13 3:30 PM,4.0,"Longview Rd And Harpers Ferry Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/Brown","false",,"Return to Owner",12/21/13 7:19 PM,"2009-12-21",4.0
"A669485",12.0,12/22/13 1:29 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Pit Bull/St. Bernard Smooth Coat","White/Black","false","Aggressive","Euthanasia",12/25/13 12:14 PM,"2011-12-21",2.0
"A669487",13.0,12/21/13 3:25 PM,3.0,"Miss Kimberleys/ Vincent Pl in Pflugerville (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Boxer","Tan","false",,"Return to Owner",12/22/13 3:07 PM,"2010-12-21",3.0
"A669488",10.0,12/21/13 3:42 PM,0.0,"2322 Santa Rita in Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby/White","false","Partner","Transfer",12/24/13 12:51 PM,"2013-07-21",0.0
"A669490",13.0,12/21/13 3:52 PM,3.0,"3300 Killingsworth in Pflugerville (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Longhair Mix","Black/Tan","true",,"Adoption",12/26/13 6:13 PM,"2010-12-21",3.0
"A669494",10.0,12/21/13 4:08 PM,0.0,"16601 Decker Creek in Manor (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",12/28/13 4:09 PM,"2012-04-24",0.0
"A669497",12.0,12/21/13 3:02 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Female","Chihuahua Shorthair/Dachshund","Black/Tricolor","false","Partner","Transfer",12/24/13 3:13 PM,"2011-06-21",2.0
"A669498",9.0,11/23/14 12:08 PM,0.0,"4901 Carsonhill Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Blue/White","false","Partner","Transfer",12/6/14 3:03 PM,"2012-12-21",0.0
"A669503",12.0,12/21/13 4:33 PM,2.0,"1310 Bentwood Rd in Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black/White","false","Partner","Transfer",12/28/13 2:52 PM,"2011-12-21",2.0
"A669504",10.0,12/29/13 1:33 PM,0.0,"Austin (TX)","Owner Surrender","Sick","Cat","Neutered","Male","Siamese Mix","Lynx Point","true",,"Adoption",12/26/13 5:38 PM,"2013-06-21",0.0
"A669504",10.0,12/29/13 1:33 PM,0.0,"Austin (TX)","Owner Surrender","Sick","Cat","Neutered","Male","Siamese Mix","Lynx Point","true",,"Adoption",1/1/14 12:46 PM,"2013-06-21",0.0
"A669504",10.0,12/21/13 4:55 PM,0.0,"18960 Blake Manor Rd in Manor (TX)","Stray","Normal","Cat","Intact","Male","Siamese Mix","Lynx Point","true",,"Adoption",12/26/13 5:38 PM,"2013-06-21",0.0
"A669504",10.0,12/21/13 4:55 PM,0.0,"18960 Blake Manor Rd in Manor (TX)","Stray","Normal","Cat","Intact","Male","Siamese Mix","Lynx Point","true",,"Adoption",1/1/14 12:46 PM,"2013-06-21",0.0
