"last_recorded_age","birth_year","animal_id","datetime","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted"
7.0,2007.0,"A671128",1/18/14 5:56 PM,"12523 Glass Rd in Mustang Ridge (TX)","Stray","Normal","Dog","Intact","Female","German Shepherd/Labrador Retriever","White","false"
0.0,2014.0,"A671129",1/18/14 6:10 PM,"6401 Manchaca in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon","Brown/Black","false"
10.0,2004.0,"A671131",1/19/14 12:02 AM,"E 12Th St in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Beagle","Tricolor","false"
0.0,2014.0,"A671133",1/19/14 9:26 AM,"2000 Cedar Bend Dr. in Austin (TX)","Stray","Normal","Dog","Intact","Male","American Bulldog Mix","White/Brown Brindle","false"
2.0,2014.0,"A671133",1/19/14 9:26 AM,"2000 Cedar Bend Dr. in Austin (TX)","Stray","Normal","Dog","Intact","Male","American Bulldog Mix","White/Brown Brindle","false"
1.0,2013.0,"A671133",6/7/15 11:08 AM,"1156 Cesar Chavez in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","American Bulldog Mix","White/Brown Brindle","false"
3.0,2013.0,"A671133",6/7/15 11:08 AM,"1156 Cesar Chavez in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","American Bulldog Mix","White/Brown Brindle","false"
0.0,2014.0,"A671134",1/19/14 11:15 AM,"Parmer And Ih 35 in Austin (TX)","Stray","Normal","Dog","Intact","Male","Redbone Hound/Redbone Hound","Red","true"
0.0,2014.0,"A671135",1/19/14 11:41 AM,"11602 Gunsmoke Circle in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Torbie","false"
0.0,2014.0,"A671137",1/19/14 11:58 AM,"1825 And Wellsbranch Pkwy in Pflugerville (TX)","Stray","Normal","Dog","Intact","Male","Labrador Retriever Mix","Tan/White","true"
3.0,2011.0,"A671138",1/19/14 12:29 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Longhair Mix","White/Black","false"
0.0,2014.0,"A671139",1/19/14 12:35 PM,"9400 Parmer Ln in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Brown Tabby","false"
0.0,2014.0,"A671140",1/19/14 12:41 PM,"2805 Bee Cave Rd in Rollingwood (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Brown Tabby","false"
0.0,2014.0,"A671141",1/19/14 1:08 PM,"Wells Branch Pkwy/Ih-35 in Austin (TX)","Stray","Normal","Dog","Intact","Male","Catahoula/Labrador Retriever","Brown Merle","true"
2.0,2012.0,"A671142",1/19/14 1:08 PM,"Wells Branch Pkwy/Ih-35 in Austin (TX)","Stray","Normal","Dog","Intact","Female","Beagle/Labrador Retriever","Brown/White","true"
3.0,2011.0,"A671143",1/21/14 2:39 PM,"2501 Wickersham in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby","true"
0.0,2014.0,"A671144",1/19/14 1:06 PM,"9318 Research Blvd in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby/White","false"
2.0,2012.0,"A671145",1/19/14 2:08 PM,"Hansberg And Rundberg in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Bull Terrier Mix","White/Brown","false"
3.0,2011.0,"A671146",1/19/14 2:23 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Yellow","true"
3.0,2011.0,"A671147",1/19/14 2:36 PM,"5511 Blue Bluff in Austin (TX)","Stray","Other","Dog","Intact","Female","Pit Bull Mix","Brown/White","false"
0.0,2014.0,"A671148",1/21/14 11:22 AM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Jack Russell Terrier Mix","White/Brown","false"
0.0,2014.0,"A671149",1/19/14 4:20 PM,"Riverside And Ben White in Austin (TX)","Stray","Normal","Dog","Intact","Female","Cardigan Welsh Corgi Mix","Black/Tan","false"
0.0,2014.0,"A671150",1/19/14 4:28 PM,"Parmer And Metric in Austin (TX)","Stray","Normal","Dog","Intact","Male","Tibetan Terrier Mix","Black/White","true"
3.0,2011.0,"A671153",1/20/14 5:19 PM,"Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Tan","false"
2.0,2012.0,"A671155",1/19/14 6:03 PM,"S.L. Davis Ave in Austin (TX)","Stray","Normal","Dog","Intact","Male","Staffordshire Mix","White","false"
0.0,2014.0,"A671157",1/19/14 6:39 PM,"14506 Varrelmann St. in Austin (TX)","Stray","Injured","Cat","Intact","Female","Domestic Shorthair Mix","Calico","false"
0.0,2014.0,"A671158",1/19/14 6:33 PM,"2110 Woodmont Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
0.0,2014.0,"A671158",1/19/14 6:33 PM,"2110 Woodmont Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
2.0,2014.0,"A671158",1/19/14 6:33 PM,"2110 Woodmont Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
1.0,2014.0,"A671158",1/19/14 6:33 PM,"2110 Woodmont Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
0.0,2014.0,"A671158",8/24/14 4:43 PM,"2008 Enfield in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
0.0,2014.0,"A671158",8/24/14 4:43 PM,"2008 Enfield in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
2.0,2014.0,"A671158",8/24/14 4:43 PM,"2008 Enfield in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
1.0,2014.0,"A671158",8/24/14 4:43 PM,"2008 Enfield in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
1.0,2013.0,"A671158",7/8/15 12:34 PM,"Enfield And Exposition Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
1.0,2013.0,"A671158",7/8/15 12:34 PM,"Enfield And Exposition Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
3.0,2013.0,"A671158",7/8/15 12:34 PM,"Enfield And Exposition Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
2.0,2013.0,"A671158",7/8/15 12:34 PM,"Enfield And Exposition Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
0.0,2014.0,"A671158",5/10/16 11:26 AM,"2101 South Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
0.0,2014.0,"A671158",5/10/16 11:26 AM,"2101 South Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
2.0,2014.0,"A671158",5/10/16 11:26 AM,"2101 South Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
1.0,2014.0,"A671158",5/10/16 11:26 AM,"2101 South Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Black Mouth Cur Mix","Brown/White","false"
0.0,2014.0,"A671159",1/19/14 6:52 PM,"4517 Columbine Dr. in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Brown","false"
0.0,2014.0,"A671160",1/21/14 2:15 PM,"1801 Wells Branch Pkwy in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico","false"
2.0,2012.0,"A671161",2/5/14 6:32 PM,"1402 Singleton in Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Brown","false"
2.0,2012.0,"A671161",2/5/14 6:32 PM,"1402 Singleton in Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Brown","false"
2.0,2012.0,"A671161",1/19/14 7:05 PM,"1402 Singelton Ave in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","White/Brown","false"
2.0,2012.0,"A671161",1/19/14 7:05 PM,"1402 Singelton Ave in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","White/Brown","false"
0.0,2014.0,"A671164",1/20/14 11:10 AM,"2805 Palomino in Austin (TX)","Stray","Injured","Dog","Intact","Male","Dalmatian Mix","White/Black","false"
0.0,2014.0,"A671166",1/20/14 11:25 AM,"1308 Perez St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Basenji/Chihuahua Shorthair","Red/White","false"
0.0,2014.0,"A671167",1/20/14 11:07 AM,"Austin (TX)","Owner Surrender","Injured","Cat","Neutered","Male","Domestic Shorthair Mix","Black/White","true"
18.0,1996.0,"A671169",1/20/14 12:22 PM,"2605 W. Stassney in Austin (TX)","Stray","Sick","Cat","Intact","Female","Domestic Longhair Mix","Tortie","false"
0.0,2014.0,"A671170",1/20/14 12:16 PM,"2705 Hoake Ln in Austin (TX)","Stray","Nursing","Cat","Intact","Female","Domestic Shorthair Mix","Black/White","false"
0.0,2014.0,"A671171",1/20/14 12:16 PM,"2705 Hoake Ln in Austin (TX)","Stray","Nursing","Cat","Intact","Male","Domestic Shorthair Mix","Black","false"
0.0,2014.0,"A671172",1/20/14 12:16 PM,"2705 Hoake Ln in Austin (TX)","Stray","Nursing","Cat","Intact","Male","Domestic Shorthair Mix","Blue Tabby","false"
0.0,2014.0,"A671173",1/20/14 12:16 PM,"2705 Hoake Ln in Austin (TX)","Stray","Nursing","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby","false"
3.0,2011.0,"A671174",1/20/14 12:42 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby","true"
2.0,2012.0,"A671175",1/20/14 12:09 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Labrador Retriever Mix","Yellow/White","false"
4.0,2010.0,"A671176",1/20/14 1:01 PM,"9420 Meadow View in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon","Black/Gray","false"
0.0,2014.0,"A671178",1/20/14 1:33 PM,"Brush Country And Wm Cannon in Austin (TX)","Stray","Normal","Dog","Intact","Male","Rottweiler Mix","Black/Tan","false"
8.0,2006.0,"A671179",1/20/14 1:55 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Siamese Mix","Tortie Point","false"
4.0,2010.0,"A671181",1/20/14 2:56 PM,"3406 Willowrun Cv in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Longhair Mix","Black/White","false"
8.0,2006.0,"A671182",1/20/14 2:54 PM,"3409 Wavecrest Blvd in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Orange Tabby","false"
0.0,2014.0,"A671184",1/20/14 3:12 PM,"10005 Hampshire Dr in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Medium Hair Mix","Black","false"
0.0,2014.0,"A671185",1/20/14 3:55 PM,"726 Northwestern Ave in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false"
0.0,2014.0,"A671186",1/20/14 3:44 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Dachshund Mix","Black/White","false"
0.0,2014.0,"A671187",1/20/14 4:08 PM,"Kramer Ln. & Metric Blvd in Austin (TX)","Stray","Injured","Dog","Intact","Male","Rat Terrier Mix","Black/White","false"
0.0,2014.0,"A671188",1/20/14 4:00 PM,"500 Bastrop Highway in Austin (TX)","Stray","Normal","Dog","Intact","Female","Australian Cattle Dog Mix","Tricolor","false"
0.0,2014.0,"A671189",1/20/14 4:00 PM,"500 Bastrop Highway in Austin (TX)","Stray","Normal","Dog","Intact","Female","Australian Cattle Dog Mix","Tricolor","false"
7.0,2007.0,"A671190",1/20/14 4:02 PM,"Black Locust And Gravesend in Pflugerville (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Brown","false"
0.0,2014.0,"A671191",1/20/14 3:47 PM,"Wm Cannon And I35 in Austin (TX)","Stray","Injured","Dog","Intact","Male","Pit Bull Mix","Blue/White","false"
0.0,2014.0,"A671192",1/20/14 5:21 PM,"6103 Manor Rd in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Blue/White","false"
3.0,2011.0,"A671194",1/20/14 5:11 PM,"Old Lockhart Hwy & Fm 1625 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Australian Shepherd/Cocker Spaniel","Blue Merle/White","true"
3.0,2011.0,"A671195",7/21/14 11:11 PM,"6600 Ed Bluestein Blvd in Austin (TX)","Stray","Injured","Dog","Intact","Male","Pit Bull Mix","Brown/White","false"
3.0,2011.0,"A671195",7/21/14 11:11 PM,"6600 Ed Bluestein Blvd in Austin (TX)","Stray","Injured","Dog","Intact","Male","Pit Bull Mix","Brown/White","false"
3.0,2011.0,"A671195",1/20/14 5:58 PM,"6717 Tulsa Cv in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Pit Bull Mix","Brown/White","false"
3.0,2011.0,"A671195",1/20/14 5:58 PM,"6717 Tulsa Cv in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Pit Bull Mix","Brown/White","false"
0.0,2014.0,"A671197",1/20/14 6:08 PM,"8801 S Ih 35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Catahoula/German Shepherd","Black/Brown","false"
0.0,2014.0,"A671198",1/20/14 6:16 PM,"Pleasent Valley And 5Th St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair/Dachshund","Brown/White","false"
0.0,2014.0,"A671199",1/20/14 6:20 PM,"Unknown in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chow Chow/Border Collie","Black/White","true"
0.0,2014.0,"A671200",1/20/14 6:45 PM,"409 E William Cannon in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black/White","false"
8.0,2006.0,"A671201",1/20/14 7:15 PM,"Haskell St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Tricolor","false"
11.0,2003.0,"A671203",1/21/14 2:37 PM,"8900 Vigen Cir in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Dachshund Mix","Red","false"
11.0,2003.0,"A671204",1/21/14 2:37 PM,"8900 Vigen Cir in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair/Dachshund","Red/White","false"
8.0,2006.0,"A671205",1/20/14 9:27 PM,"3911 River Rd. in Travis (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Chocolate/White","true"
0.0,2014.0,"A671210",1/21/14 10:02 AM,"2000 Conestoga Unit A in Austin (TX)","Wildlife","Injured","Other",,,"Skunk Mix","Black/White","false"
0.0,2014.0,"A671213",1/21/14 10:48 AM,"5317 Wellington Dr in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chow Chow Mix","Red","true"
0.0,2014.0,"A671216",1/21/14 11:03 AM,"10713 Ranch Road 620 N in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Longhair/Dachshund","Tricolor","true"
0.0,2014.0,"A671219",1/21/14 11:19 AM,"11602 Gunsmoke Circle in Austin (TX)","Stray","Normal","Cat","Intact","Male","Siamese Mix","Flame Point","false"
0.0,2014.0,"A671220",1/21/14 11:19 AM,"11602 Gunsmoke Circle in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby/White","false"
0.0,2014.0,"A671224",1/21/14 11:19 AM,"11602 Gunsmoke Circle in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby/White","false"
2.0,2012.0,"A671226",1/21/14 11:30 AM,"10414 Slaughter Creek Dr in Austin (TX)","Stray","Normal","Dog","Intact","Female","Dachshund/Beagle","Black/White","false"
9.0,2005.0,"A671227",1/21/14 11:44 AM,"Parmer And 290 in Austin (TX)","Stray","Sick","Dog","Intact","Male","Chihuahua Shorthair Mix","Brown/Black","false"
0.0,2014.0,"A671228",1/21/14 12:07 PM,"4303 Shallowbrook Trl in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair/Rat Terrier","Brown/White","true"
5.0,2009.0,"A671229",7/3/15 11:21 AM,"18Th And Ulit in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Poodle/Maltese","Black/White","false"
6.0,2009.0,"A671229",7/3/15 11:21 AM,"18Th And Ulit in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Poodle/Maltese","Black/White","false"
5.0,2009.0,"A671229",5/17/14 11:53 AM,"16Th And Walnut St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Poodle/Maltese","Black/White","false"
6.0,2009.0,"A671229",5/17/14 11:53 AM,"16Th And Walnut St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Poodle/Maltese","Black/White","false"
0.0,2014.0,"A671230",1/21/14 12:20 PM,"5701 Johnny Morris Rd in Austin (TX)","Stray","Normal","Dog","Intact","Female","Dachshund/Harrier","Black/Tan","true"
0.0,2014.0,"A671231",1/21/14 12:20 PM,"5701 Johnny Morris Rd in Austin (TX)","Stray","Normal","Dog","Intact","Male","Dachshund/Harrier","Black/Tan","true"
0.0,2014.0,"A671232",1/21/14 1:03 PM,"10601 Turner Dr in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","White/Tan","false"
0.0,2014.0,"A671233",1/21/14 1:30 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Snowshoe Mix","Seal Point","true"
0.0,2014.0,"A671234",1/21/14 1:30 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby","true"
0.0,2014.0,"A671235",1/21/14 1:30 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby","true"
0.0,2014.0,"A671236",1/21/14 1:30 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black/White","true"
0.0,2014.0,"A671237",1/21/14 2:21 PM,"E Stassney Ln & Nuckols Crossing Rd in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pbgv Mix","Gray/White","false"
0.0,2014.0,"A671238",1/21/14 3:00 PM,"11441 N Ih 35 in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Calico","false"
2.0,2012.0,"A671243",1/21/14 3:33 PM,"1119 Linden in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Black/Tan","false"
2.0,2012.0,"A671244",1/21/14 3:33 PM,"1119 Linden in Austin (TX)","Stray","Normal","Dog","Intact","Male","Rat Terrier Mix","Tricolor","true"
2.0,2012.0,"A671246",1/21/14 3:33 PM,"1119 Linden in Austin (TX)","Stray","Normal","Dog","Intact","Female","Cairn Terrier Mix","White/Brown","true"
2.0,2012.0,"A671248",1/21/14 3:37 PM,"51St And Berkman in Austin (TX)","Stray","Injured","Dog","Intact","Female","Pit Bull Mix","Brown Brindle/White","false"
2.0,2012.0,"A671251",1/21/14 4:09 PM,"11815 Pearce Rd. in Travis (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false"
0.0,2014.0,"A671253",2/1/14 3:38 PM,"1121 Linden in Austin (TX)","Owner Surrender","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Brown/White","false"
2.0,2012.0,"A671254",1/21/14 3:33 PM,"1119 Linden in Austin (TX)","Stray","Normal","Dog","Intact","Female","Yorkshire Terrier Mix","Gray","true"
2.0,2012.0,"A671256",1/21/14 3:33 PM,"1119 Linden in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Chocolate/White","false"
2.0,2012.0,"A671257",1/21/14 3:33 PM,"1119 Linden in Austin (TX)","Stray","Normal","Dog","Intact","Male","Rat Terrier Mix","Black/Brown","false"
0.0,2014.0,"A671261",1/21/14 5:28 PM,"1100 Reinli St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Tan","false"
0.0,2014.0,"A671263",1/21/14 5:34 PM,"Matagorda St & Deerfield Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pembroke Welsh Corgi","Tricolor","false"
7.0,2010.0,"A671266",1/1/17 12:39 PM,"3404 Willowrun in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Boxer Mix","Brown Brindle/White","false"
2.0,2012.0,"A671271",1/21/14 6:10 PM,"1212 August Dr in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Tortie","false"
0.0,2014.0,"A671275",1/21/14 6:34 PM,"6263 Mcneil Dr in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Blue Tabby","false"
3.0,2014.0,"A671276",2/8/17 10:00 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd Mix","Brown","true"
0.0,2014.0,"A671276",2/8/17 10:00 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd Mix","Brown","true"
3.0,2014.0,"A671276",1/21/14 6:39 PM,"8805 N Plaza Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","German Shepherd Mix","Brown","true"
0.0,2014.0,"A671276",1/21/14 6:39 PM,"8805 N Plaza Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","German Shepherd Mix","Brown","true"
4.0,2010.0,"A671278",1/21/14 6:55 PM,"Burnet Rd & Hancock Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Rhod Ridgeback","Brown","false"
0.0,2014.0,"A671279",1/21/14 7:07 PM,"Kramer And Parkfield in Austin (TX)","Stray","Normal","Dog","Intact","Male","Catahoula Mix","White/Tan","false"
0.0,2014.0,"A671285",1/22/14 10:19 AM,"4743 Castleman Dr in Travis (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Tan","true"
2.0,2012.0,"A671289",1/22/14 11:04 AM,"7606 Providence in Austin (TX)","Stray","Injured","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby/White","false"
2.0,2012.0,"A671291",1/22/14 11:08 AM,"4211 Avenue F in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby","false"
2.0,2012.0,"A671292",1/22/14 11:52 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Blue Tabby","false"
6.0,2008.0,"A671293",2/5/14 2:25 PM,"6403 Woodhue in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chow Chow/Labrador Retriever","Brown/Black","false"
2.0,2012.0,"A671294",1/22/14 11:54 AM,"Montopolis And Ponca in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Buff/White","true"
10.0,2004.0,"A671296",1/22/14 12:01 PM,"1906 Woodland Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Boston Terrier Mix","White/Black","false"
2.0,2013.0,"A671297",6/25/15 2:11 PM,"6809 North Point in Travis (TX)","Public Assist","Normal","Dog","Intact","Male","Miniature Poodle Mix","White","false"
0.0,2014.0,"A671298",1/22/14 12:21 PM,"4520 Destinys Gate in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Gray/Black","false"
0.0,2014.0,"A671302",1/22/14 12:51 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black","true"
0.0,2014.0,"A671303",1/22/14 12:51 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","true"
0.0,2014.0,"A671305",1/22/14 1:19 PM,"Hog Eye & Lockwood in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby","false"
0.0,2014.0,"A671306",1/22/14 1:19 PM,"Hog Eye & Lockwood in Travis (TX)","Stray","Normal","Cat","Intact","Male","Domestic Longhair Mix","Orange Tabby","true"
0.0,2014.0,"A671307",1/22/14 1:19 PM,"Hog Eye & Lockwood in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby","true"
0.0,2014.0,"A671308",1/22/14 1:19 PM,"Hog Eye & Lockwood in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black Tabby/White","true"
0.0,2014.0,"A671308",1/22/14 1:19 PM,"Hog Eye & Lockwood in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black Tabby/White","true"
0.0,2014.0,"A671308",5/30/14 3:55 PM,"900 Minda in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black Tabby/White","true"
0.0,2014.0,"A671308",5/30/14 3:55 PM,"900 Minda in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black Tabby/White","true"
3.0,2011.0,"A671312",1/22/14 2:13 PM,"Lamar & Parmer Ln in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair/Dachshund","Black/White","true"
0.0,2014.0,"A671313",1/22/14 2:17 PM,"Austin (TX)","Owner Surrender","Sick","Dog","Intact","Male","Chihuahua Shorthair Mix","Tan/Buff","false"
0.0,2014.0,"A671314",1/22/14 2:34 PM,"7600 Metropolis in Austin (TX)","Stray","Normal","Dog","Intact","Male","Collie Rough Mix","White/Black","true"
2.0,2012.0,"A671317",1/23/14 3:13 PM,"17920 Cutback Dr. in Manor (TX)","Public Assist","Normal","Dog","Intact","Male","Rat Terrier/Chihuahua Shorthair","Brown Brindle","false"
0.0,2014.0,"A671318",4/7/14 3:20 PM,"1519 E 4Th in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Golden Retriever","Yellow","true"
0.0,2014.0,"A671318",4/7/14 3:20 PM,"1519 E 4Th in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Golden Retriever","Yellow","true"
0.0,2014.0,"A671318",4/21/14 3:52 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever/Golden Retriever","Yellow","true"
0.0,2014.0,"A671318",4/21/14 3:52 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever/Golden Retriever","Yellow","true"
1.0,2014.0,"A671323",4/23/14 4:28 PM,"Austin (TX)","Owner Surrender","Injured","Dog","Neutered","Female","Chihuahua Shorthair Mix","Brown/White","false"
0.0,2014.0,"A671325",1/22/14 3:35 PM,"4401 Hank Ave. in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Gray/Black","false"
0.0,2014.0,"A671326",1/22/14 3:36 PM,"4702 Indian Wells Dr. in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Brown/Black","false"
7.0,2007.0,"A671331",1/22/14 3:58 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby","false"
3.0,2011.0,"A671333",1/22/14 3:58 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico","false"
2.0,2012.0,"A671334",1/22/14 3:58 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Brown Tabby","false"
