"last_recorded_age","birth_year","animal_id","datetime","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted"
7.0,2007.0,"A006100",12/19/14 10:21 AM,"8700 Research Blvd in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Spinone Italiano Mix","Yellow/White","false"
7.0,2007.0,"A006100",12/19/14 10:21 AM,"8700 Research Blvd in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Spinone Italiano Mix","Yellow/White","false"
6.0,2008.0,"A006100",3/7/14 2:26 PM,"8700 Research in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Spinone Italiano Mix","Yellow/White","false"
6.0,2008.0,"A006100",3/7/14 2:26 PM,"8700 Research in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Spinone Italiano Mix","Yellow/White","false"
10.0,2004.0,"A047759",4/2/14 3:55 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Dachshund","Tricolor","false"
16.0,1997.0,"A134067",11/16/13 9:02 AM,"12034 Research Blvd in Austin (TX)","Public Assist","Injured","Dog","Neutered","Male","Shetland Sheepdog","Brown/White","false"
15.0,1998.0,"A141142",11/16/13 2:46 PM,"Austin (TX)","Stray","Aged","Dog","Neutered","Female","Labrador Retriever/Pit Bull","Black/White","false"
15.0,1999.0,"A163459",11/14/14 3:11 PM,"Ih 35 And 41St St in Austin (TX)","Stray","Normal","Dog","Intact","Female","Miniature Schnauzer Mix","Black/Gray","false"
15.0,1999.0,"A165752",9/15/14 11:28 AM,"Gatlin Gun Rd And Brodie in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Lhasa Apso Mix","Brown/White","false"
15.0,1999.0,"A178569",3/17/14 9:45 AM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Shetland Sheepdog Mix","White/Black","false"
18.0,1997.0,"A189592",9/18/15 5:46 PM,"Chesney And Slaughter in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Shetland Sheepdog Mix","Brown/White","false"
16.0,1999.0,"A191351",11/13/15 3:57 PM,"1912 E William Cannon Rd in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Longhair Mix","Black/White","false"
14.0,2000.0,"A197810",12/8/14 12:30 PM,"4616 E Cesar Chavez in Austin (TX)","Stray","Normal","Cat","Neutered","Female","American Shorthair Mix","Brown Tabby/White","false"
16.0,1997.0,"A200922",10/3/13 3:47 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Dachshund Mix","Black/Tan","false"
14.0,2001.0,"A208755",2/17/15 1:17 PM,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Male","Border Collie Mix","Black/White","false"
13.0,2000.0,"A212672",11/25/13 5:18 PM,"14611  Wells Port Dr in Austin (TX)","Stray","Normal","Dog","Intact","Female","German Shepherd/Labrador Retriever","Tan/Black","false"
19.0,1994.0,"A214991",12/14/13 11:51 AM,"Austin (TX)","Euthanasia Request","Aged","Cat","Neutered","Female","Domestic Shorthair","Black","false"
13.0,2001.0,"A215368",8/4/14 1:51 PM,"Clay/Ulrich in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Newfoundland Mix","Black","false"
15.0,1998.0,"A218622",12/2/13 3:33 PM,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Male","Pug","Gold/Gold","false"
15.0,1998.0,"A218624",12/2/13 3:33 PM,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Male","Pug","Gold/Gold","false"
16.0,1999.0,"A221327",4/28/15 3:08 PM,"7400 Arrowmound in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Staffordshire Mix","Brown/White","false"
12.0,2001.0,"A221448",10/27/13 11:17 AM,"Silver Spring Dr And Mesa Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Brown/White","false"
15.0,2000.0,"A226069",10/6/15 12:29 PM,"Wheless Ln And Berkman Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever/Beagle","Sable/White","false"
12.0,2001.0,"A228887",11/9/13 5:00 PM,"Lincolnshire in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula/Labrador Retriever","Blue Merle/Tan","false"
13.0,2002.0,"A230482",3/13/15 3:20 PM,"Austin (TX)","Euthanasia Request","Aged","Dog","Intact","Male","Queensland Heeler","Blue Merle","false"
13.0,2001.0,"A233812",9/6/14 2:37 PM,"12317 Wycliff Ln in Austin (TX)","Stray","Aged","Dog","Neutered","Male","Rottweiler/Chow Chow","Brown/Black","false"
12.0,2001.0,"A234161",12/27/13 12:13 PM,"1401 E Rundberg Ln in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black/White","false"
12.0,2002.0,"A236259",7/5/14 7:13 AM,"Westgate & Cameron Loop in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Smooth Fox Terrier Mix","Black/Tricolor","false"
15.0,2001.0,"A238870",6/9/16 4:22 PM,"8411 Ganttcrest Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Rat Terrier Mix","Gray/White","false"
14.0,2000.0,"A243903",12/31/13 4:26 PM,"50Th And Martin in Austin (TX)","Stray","Sick","Cat","Neutered","Male","Domestic Shorthair","Black/Black","false"
15.0,2000.0,"A245945",5/20/15 10:34 PM,"7403 Blessing Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Tan","false"
14.0,2000.0,"A245945",5/20/15 10:34 PM,"7403 Blessing Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Tan","false"
15.0,2000.0,"A245945",7/3/14 5:55 PM,"Garden And Mildred in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Tan","false"
14.0,2000.0,"A245945",7/3/14 5:55 PM,"Garden And Mildred in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Tan","false"
15.0,2001.0,"A249087",8/17/16 2:05 PM,"E 6Th St And Pedernales in Austin (TX)","Stray","Normal","Dog","Neutered","Female","German Shepherd Mix","Black/Brown","false"
14.0,2002.0,"A251095",3/2/16 11:55 AM,"Travis (TX)","Euthanasia Request","Aged","Dog","Neutered","Female","Border Collie","Tricolor","false"
12.0,2002.0,"A251214",9/4/14 3:16 PM,"St Edwards Dr & Sherwood Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Cream","false"
12.0,2002.0,"A253939",1/13/14 2:16 PM,"1305 W Oltorf in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull/Catahoula","Red","false"
17.0,1997.0,"A254503",11/9/14 11:04 AM,"8603 Fathom Cir in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
16.0,1997.0,"A256412",10/6/13 11:33 AM,"1001 Pres Arriba Rd in Austin (TX)","Stray","Injured","Dog","Intact","Male","Labrador Retriever Mix","Yellow","false"
14.0,2000.0,"A258441",11/28/14 12:20 PM,"Austin (TX)","Euthanasia Request","Sick","Cat","Neutered","Female","Domestic Shorthair Mix","Gray Tabby/White","false"
14.0,2000.0,"A260631",10/16/14 6:17 PM,"600 Barwood Place in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Longhair Mix","Black/White","false"
13.0,2002.0,"A260914",6/17/15 1:56 PM,"17800 Aleppo Pine Trl in Travis (TX)","Stray","Normal","Dog","Neutered","Male","Border Collie/Catahoula","Brown Merle","false"
14.0,2002.0,"A261398",1/11/16 4:31 PM,"3706 Steck Ave in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Bichon Frise Mix","White","false"
20.0,1994.0,"A261770",11/7/14 1:40 PM,"Del Valle (TX)","Euthanasia Request","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White","false"
12.0,2002.0,"A267174",3/12/14 6:12 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Jack Russell Terrier Mix","White/Brown","false"
13.0,2002.0,"A268022",8/3/15 12:03 PM,"Outside Jurisdiction","Euthanasia Request","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
12.0,2002.0,"A271790",9/14/14 11:22 PM,"9112 Edmundsburg Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Harrier Mix","Tricolor","false"
11.0,2002.0,"A274546",11/13/13 6:16 PM,"Manchaca And Slaughter in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pointer Mix","Tricolor","true"
15.0,2002.0,"A276644",12/27/16 2:51 PM,"Austin (TX)","Owner Surrender","Sick","Cat","Neutered","Female","Domestic Shorthair Mix","Tortie","false"
11.0,2002.0,"A276780",11/22/13 7:50 AM,"4434 Frontier Trl in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Border Collie/Chow Chow","Black","false"
14.0,2001.0,"A279045",2/2/15 4:30 PM,"Austin (TX)","Public Assist","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","White/Gray Tabby","false"
12.0,2002.0,"A279920",8/27/14 1:11 PM,"7201 Levander Loop in Austin (TX)","Stray","Normal","Dog","Neutered","Male","American Eskimo Mix","Cream","false"
13.0,2001.0,"A281542",12/23/13 1:23 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black/Brown Brindle","false"
12.0,2001.0,"A282897",11/21/13 1:45 PM,"183 And Great Hills Trail in Travis (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black Smoke/White","true"
14.0,2001.0,"A282897",11/21/13 1:45 PM,"183 And Great Hills Trail in Travis (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black Smoke/White","true"
11.0,2002.0,"A282897",7/6/15 3:06 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black Smoke/White","true"
13.0,2002.0,"A282897",7/6/15 3:06 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black Smoke/White","true"
13.0,2002.0,"A283735",1/22/15 12:06 PM,"Travis (TX)","Owner Surrender","Sick","Dog","Neutered","Female","Doberman Pinsch Mix","Brown/Tan","false"
11.0,2003.0,"A284639",1/27/14 1:05 PM,"Webberville Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Tan","false"
14.0,2001.0,"A287017",8/16/15 12:19 PM,"6620 Deatonhill Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/White","false"
13.0,2001.0,"A287017",8/16/15 12:19 PM,"6620 Deatonhill Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/White","false"
14.0,2001.0,"A287017",12/12/14 7:04 AM,"Lazy Oaks /Westgate William Cannon in Austin (TX)","Stray","Aged","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/White","false"
13.0,2001.0,"A287017",12/12/14 7:04 AM,"Lazy Oaks /Westgate William Cannon in Austin (TX)","Stray","Aged","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/White","false"
12.0,2002.0,"A287217",10/31/14 7:35 AM,"William Cannon/Westgate in Austin (TX)","Stray","Injured","Cat","Neutered","Female","Domestic Shorthair Mix","Black","false"
11.0,2003.0,"A290917",6/27/14 4:15 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Longhair Mix","Orange Tabby/White","false"
12.0,2002.0,"A292482",7/5/14 12:42 PM,"Wheeler St And Hemphill Park in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black/White","false"
12.0,2002.0,"A293634",9/1/14 11:36 AM,"1706 City Park Road in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Australian Shepherd Mix","Tricolor","false"
12.0,2001.0,"A294132",10/25/13 6:27 PM,"Manor Rd/Rogge Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Shepherd Mix","Black/Brown","false"
11.0,2003.0,"A294728",8/1/14 11:30 AM,"Mesa And Ranch Road 2222 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chow Chow/Labrador Retriever","Brown/Buff","false"
13.0,2002.0,"A295822",11/16/14 2:14 PM,"3404 Touch Stone St in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Longhair Mix","Black","true"
18.0,1997.0,"A298074",9/6/15 2:21 PM,"1801 Westridge in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Parson Russell Terrier Mix","Black/White","false"
13.0,2002.0,"A298677",7/27/15 12:44 PM,"Manor (TX)","Euthanasia Request","Sick","Dog","Neutered","Female","German Shepherd Mix","Tan","false"
13.0,2003.0,"A301824",8/20/16 2:51 PM,"1601 Montopolis Dr in Austin (TX)","Stray","Aged","Cat","Neutered","Female","Domestic Shorthair","Calico","false"
10.0,2004.0,"A302820",2/27/14 2:17 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","German Shepherd Mix","Brown","false"
16.0,2000.0,"A303591",11/3/16 12:24 PM,"2200 S Pleasant Valley Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Schnauzer/Yorkshire Terrier","Black/Tan","false"
12.0,2003.0,"A304036",4/19/16 8:22 AM,"18513 Sandy Bottom in Pflugerville (TX)","Stray","Injured","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby/White","true"
13.0,2003.0,"A304036",4/19/16 8:22 AM,"18513 Sandy Bottom in Pflugerville (TX)","Stray","Injured","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby/White","false"
13.0,2002.0,"A304036",6/6/15 2:34 PM,"18649 Dry Pond Drive in Pflugerville (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby/White","true"
14.0,2002.0,"A304036",6/6/15 2:34 PM,"18649 Dry Pond Drive in Pflugerville (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby/White","false"
11.0,2003.0,"A305112",4/4/14 8:19 PM,"5800 Berkman Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Rat Terrier","White/Brown","false"
12.0,2002.0,"A305674",7/7/14 2:44 PM,"6503 Bluff Springs in Austin (TX)","Owner Surrender","Aged","Dog","Neutered","Female","Siberian Husky Mix","Brown/Cream","false"
13.0,2002.0,"A306362",7/18/15 2:46 PM,"Fm 1626 And South 1St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Chow Chow","Black","false"
14.0,2000.0,"A306965",4/27/14 4:18 PM,"11309 Bow Ct. in Austin (TX)","Stray","Aged","Dog","Neutered","Female","Chihuahua Shorthair Mix","Blue/White","false"
13.0,2003.0,"A307010",9/25/16 12:51 PM,"Freidrich Lane And St Elmo Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Beagle Mix","Tricolor","false"
13.0,2002.0,"A307398",12/2/15 12:34 PM,"Lindeman Ln And Creek Bluff Cv in Travis (TX)","Stray","Normal","Dog","Neutered","Female","Queensland Heeler/German Shepherd","Black/Tricolor","false"
12.0,2002.0,"A307592",5/24/14 11:22 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Longhair Mix","Orange Tabby/White","true"
14.0,2000.0,"A308771",3/1/14 4:44 PM,"Lamar And 31St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Brown","false"
14.0,2003.0,"A309706",3/13/17 12:09 PM,"Bull Creek Rd & W 40Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull/Labrador Retriever","Black/White","false"
13.0,2001.0,"A309829",11/10/14 2:55 PM,"Sweet Leaf Lane in Pflugerville (TX)","Stray","Normal","Dog","Intact","Male","Dachshund","Brown","false"
11.0,2003.0,"A310394",11/12/14 12:09 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Chow Chow/Cardigan Welsh Corgi","Red/White","false"
13.0,2002.0,"A310454",10/12/15 11:04 AM,"2100 Barton Springs Rd in Austin (TX)","Stray","Aged","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tan/White","false"
12.0,2003.0,"A310938",4/18/15 2:42 PM,"1201 E. Rundburg in Austin (TX)","Stray","Other","Cat","Neutered","Male","Domestic Shorthair","Gray/White","false"
16.0,1997.0,"A311544",10/27/13 1:03 PM,"Lot Ave/Ledesma Rd in Austin (TX)","Stray","Aged","Dog","Neutered","Male","Labrador Retriever/Chinese Sharpei","Brown","false"
13.0,2001.0,"A312005",9/18/14 1:11 PM,"5209 Burnet Rd in Austin (TX)","Stray","Injured","Cat","Neutered","Male","Siamese Mix","Lilac Point","true"
15.0,2002.0,"A317783",2/25/17 2:02 PM,"Alpine Rd And S Congress Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Golden Retriever Mix","Gold","false"
13.0,2001.0,"A318500",10/1/14 3:41 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","German Shepherd Mix","Tan","false"
13.0,2003.0,"A318574",6/13/15 2:41 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair","Brown Tabby","false"
12.0,2003.0,"A318574",6/13/15 2:41 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair","Brown Tabby","true"
13.0,2003.0,"A318574",4/27/16 6:17 PM,"4412 Brandt Rd in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair","Brown Tabby","false"
12.0,2003.0,"A318574",4/27/16 6:17 PM,"4412 Brandt Rd in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair","Brown Tabby","true"
14.0,2001.0,"A318615",3/30/15 3:06 PM,"Austin (TX)","Euthanasia Request","Aged","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
10.0,2004.0,"A321341",2/1/14 1:02 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Tortie","true"
11.0,2004.0,"A322813",3/5/15 2:49 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Rottweiler Mix","Black/Brown","false"
11.0,2004.0,"A322813",3/5/15 2:49 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Rottweiler Mix","Black/Brown","false"
12.0,2003.0,"A322813",12/24/15 1:04 PM,"Ohlen Rd And Payton Gin in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Rottweiler Mix","Black/Brown","false"
12.0,2003.0,"A322813",12/24/15 1:04 PM,"Ohlen Rd And Payton Gin in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Rottweiler Mix","Black/Brown","false"
12.0,2004.0,"A323090",5/21/16 5:34 PM,"Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby","false"
11.0,2004.0,"A323668",3/6/15 10:35 AM,"Jollyville Rd & Mesa Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog Mix","Tricolor","false"
12.0,2003.0,"A325999",8/19/15 10:45 PM,"Mopac Expy & Scofield Farms in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown/White","false"
10.0,2004.0,"A328422",3/16/14 9:19 PM,"2243 Bagbad Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Parson Russell Terrier Mix","White/Black","false"
16.0,1999.0,"A329502",7/19/15 12:54 PM,"7205 Tumbleweed in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair","Brown","false"
17.0,1999.0,"A329502",7/19/15 12:54 PM,"7205 Tumbleweed in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair","Brown","false"
16.0,1999.0,"A329502",1/14/16 1:59 PM,"Austin (TX)","Euthanasia Request","Normal","Dog","Neutered","Male","Chihuahua Shorthair","Brown","false"
17.0,1999.0,"A329502",1/14/16 1:59 PM,"Austin (TX)","Euthanasia Request","Normal","Dog","Neutered","Male","Chihuahua Shorthair","Brown","false"
10.0,2003.0,"A329835",11/9/13 4:45 PM,"Archdale And Decker Praire Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Brown/Black","false"
15.0,1998.0,"A329871",11/13/13 10:33 AM,"2912 E 12Th in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Chinese Sharpei/Labrador Retriever","Brown/White","false"
14.0,1999.0,"A329968",10/21/13 3:06 PM,"12500 Amherst in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever","Yellow","false"
9.0,2004.0,"A333659",10/27/13 5:58 PM,"10801 Sierra Oaks in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Cocker Spaniel Mix","Red/Black","false"
12.0,2004.0,"A333780",5/18/16 12:55 PM,"Meadow Creek Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tricolor","false"
12.0,2004.0,"A333781",5/16/16 2:09 PM,"5601 Manchaca Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tan/White","false"
12.0,2003.0,"A334065",5/26/15 10:46 AM,"14713 Noya Dr in Travis (TX)","Public Assist","Injured","Dog","Neutered","Male","Labrador Retriever/German Shepherd","Yellow","false"
10.0,2004.0,"A335182",1/2/14 7:52 AM,"South Ec in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Pit Bull","Black Brindle","false"
12.0,2002.0,"A337187",6/10/14 11:20 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Golden Retriever Mix","Red/Black","false"
14.0,2002.0,"A337603",9/4/16 5:33 PM,"1156 W Cesar Chavez in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Brown/Blue Merle","false"
11.0,2004.0,"A337686",6/4/15 2:54 PM,"S 1St And Hwy 71 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Border Collie Mix","Black/Tan","false"
11.0,2004.0,"A337686",6/4/15 2:54 PM,"S 1St And Hwy 71 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Border Collie Mix","Black/Tan","false"
11.0,2004.0,"A337686",5/28/15 5:51 PM,"Radam And Normandy in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Border Collie Mix","Black/Tan","false"
11.0,2004.0,"A337686",5/28/15 5:51 PM,"Radam And Normandy in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Border Collie Mix","Black/Tan","false"
14.0,2000.0,"A337859",7/25/14 11:00 AM,"Austin (TX)","Euthanasia Request","Aged","Dog","Neutered","Male","Labrador Retriever Mix","White","false"
13.0,2002.0,"A338231",5/18/15 2:14 PM,"Bullard/Northland in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Border Collie Mix","Black/White","false"
13.0,2004.0,"A338643",12/16/16 9:50 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever/Australian Cattle Dog","Black/White","false"
11.0,2004.0,"A338821",2/19/15 5:19 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","German Shepherd Mix","Brown/Black","true"
11.0,2004.0,"A339103",4/21/15 7:15 AM,"Travis Country Circle in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Brown/White","false"
12.0,2004.0,"A339523",2/19/16 8:50 PM,"18619 Hamilton Pool Rd in Travis (TX)","Stray","Injured","Dog","Neutered","Female","Blue Lacy Mix","Blue","false"
10.0,2004.0,"A339803",11/8/13 3:15 PM,"Travis (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever/German Shepherd","Tan","true"
9.0,2005.0,"A341599",1/2/14 11:25 AM,"Travis (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black","false"
14.0,2001.0,"A342480",5/17/15 1:37 PM,"Laird Dr & Pequeno St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Red/Tan","false"
10.0,2004.0,"A345209",11/26/14 10:17 PM,"4106 N Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
10.0,2004.0,"A345209",11/26/14 10:17 PM,"4106 N Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
10.0,2004.0,"A345209",11/23/14 1:00 PM,"Thaxton Road/Salt Springs in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
10.0,2004.0,"A345209",11/23/14 1:00 PM,"Thaxton Road/Salt Springs in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
9.0,2007.0,"A346010",8/11/16 5:48 PM,"200 W Carrie Manor in Manor (TX)","Public Assist","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/White","true"
10.0,2004.0,"A346599",11/30/15 2:03 PM,"7201 Levander Loop in Austin (TX)","Stray","Sick","Cat","Intact","Male","Domestic Shorthair Mix","Black","false"
11.0,2004.0,"A346599",11/30/15 2:03 PM,"7201 Levander Loop in Austin (TX)","Stray","Sick","Cat","Intact","Male","Domestic Shorthair Mix","Black","false"
10.0,2004.0,"A346599",5/12/14 3:04 PM,"4020 S Interstate 35 in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black","false"
11.0,2004.0,"A346599",5/12/14 3:04 PM,"4020 S Interstate 35 in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black","false"
11.0,2004.0,"A346884",8/11/15 1:11 PM,"Austin (TX)","Euthanasia Request","Sick","Dog","Neutered","Female","Bernese Mountain Dog","Tricolor","false"
13.0,2002.0,"A347684",3/29/15 2:19 PM,"Stassney/Emerald Forest in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair","Black/Red","false"
12.0,2002.0,"A347684",3/29/15 2:19 PM,"Stassney/Emerald Forest in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair","Black/Red","false"
14.0,2001.0,"A347684",7/26/14 1:14 PM,"Stassney And Gobi in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair","Black/Red","false"
13.0,2001.0,"A347684",7/26/14 1:14 PM,"Stassney And Gobi in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair","Black/Red","false"
11.0,2004.0,"A348272",7/19/15 10:21 AM,"38Th in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Chow Chow","Brown/Black","true"
11.0,2002.0,"A349334",10/5/13 11:10 PM,"4501 E. Ben White in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Labrador Retriever/Siberian Husky","Black/White","false"
11.0,2002.0,"A349480",12/15/13 11:18 AM,"12621 Hymeadow Dr Unit 205 in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Chocolate","false"
20.0,2003.0,"A350375",3/6/17 3:01 PM,"2018 W Rundberg Lane in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Siamese Mix","Blue Point",
13.0,2001.0,"A352555",8/8/14 4:20 AM,"6015 Kidneywood Trl. in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
11.0,2004.0,"A352872",7/9/15 5:51 PM,"Austin (TX)","Euthanasia Request","Aged","Dog","Neutered","Male","German Shepherd Mix","Black/Brown","false"
14.0,2002.0,"A353259",5/8/16 12:57 PM,"11530 Loweswater in Austin (TX)","Stray","Injured","Dog","Neutered","Male","Labrador Retriever","Tan","false"
11.0,2004.0,"A354540",12/11/14 11:48 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black/White","false"
